"cod_ibge";"regiao";"uf";"municipio";"total_2010";"total_2011";"total_2012"
"3303906";"Sudeste";"RJ";"Petrópolis";76;75;54
"3304003";"Sudeste";"RJ";"Piraí";3;2;2
"3304144";"Sudeste";"RJ";"Queimados";18;30;18
"3304201";"Sudeste";"RJ";"Resende";25;40;38
"3304300";"Sudeste";"RJ";"Rio Bonito";3;6;1
"3304524";"Sudeste";"RJ";"Rio das Ostras";9;8;8
"3304557";"Sudeste";"RJ";"Rio de Janeiro";1397;1361;1449
"3304706";"Sudeste";"RJ";"Santo Antônio de Pádua";6;5;4
"3304805";"Sudeste";"RJ";"São Fidélis";1;2;1
"3304904";"Sudeste";"RJ";"São Gonçalo";105;110;102
"3305109";"Sudeste";"RJ";"São João de Meriti";73;102;117
"3305208";"Sudeste";"RJ";"São Pedro da Aldeia";9;6;7
"3305505";"Sudeste";"RJ";"Saquarema";6;5;7
"3305802";"Sudeste";"RJ";"Teresópolis";21;15;10
"3306008";"Sudeste";"RJ";"Três Rios";14;15;15
"3306107";"Sudeste";"RJ";"Valença";12;15;8
"3306156";"Sudeste";"RJ";"Varre-Sai";1;2;2
"3306206";"Sudeste";"RJ";"Vassouras";16;11;7
"3306305";"Sudeste";"RJ";"Volta Redonda";64;45;48
"3500105";"Sudeste";"SP";"Adamantina";2;5;3
"3500303";"Sudeste";"SP";"Aguaí";6;4;4
"3501608";"Sudeste";"SP";"Americana";45;50;42
"3501905";"Sudeste";"SP";"Amparo";7;3;3
"3502101";"Sudeste";"SP";"Andradina";4;4;5
"3502200";"Sudeste";"SP";"Angatuba";2;2;1
"3502507";"Sudeste";"SP";"Aparecida";3;4;7
"3502705";"Sudeste";"SP";"Apiaí";3;2;2
"3502804";"Sudeste";"SP";"Araçatuba";61;71;56
"3503208";"Sudeste";"SP";"Araraquara";48;43;42
"3503307";"Sudeste";"SP";"Araras";13;24;18
"3503901";"Sudeste";"SP";"Arujá";14;21;23
"3504008";"Sudeste";"SP";"Assis";37;23;43
"3504107";"Sudeste";"SP";"Atibaia";18;13;11
"3504503";"Sudeste";"SP";"Avaré";20;8;4
"3505203";"Sudeste";"SP";"Bariri";1;2;1
"3505302";"Sudeste";"SP";"Barra Bonita";3;3;4
"3505500";"Sudeste";"SP";"Barretos";27;24;34
"3505708";"Sudeste";"SP";"Barueri";56;54;71
"3505906";"Sudeste";"SP";"Batatais";1;1;9
"3506003";"Sudeste";"SP";"Bauru";65;77;77
"3506102";"Sudeste";"SP";"Bebedouro";4;5;7
"3506359";"Sudeste";"SP";"Bertioga";5;5;4
"3506508";"Sudeste";"SP";"Birigui";3;8;1
"3506706";"Sudeste";"SP";"Boa Esperança do Sul";1;3;1
"3507001";"Sudeste";"SP";"Boituva";3;3;2
"3507506";"Sudeste";"SP";"Botucatu";77;65;74
"3507605";"Sudeste";"SP";"Bragança Paulista";60;42;50
"3507902";"Sudeste";"SP";"Brotas";2;2;1
"3508504";"Sudeste";"SP";"Caçapava";5;4;6
"3508702";"Sudeste";"SP";"Caconde";2;1;1
"3509007";"Sudeste";"SP";"Caieiras";27;28;18
"3509205";"Sudeste";"SP";"Cajamar";2;1;1
"3509403";"Sudeste";"SP";"Cajuru";2;1;2
"3509502";"Sudeste";"SP";"Campinas";299;260;279
"3509601";"Sudeste";"SP";"Campo Limpo Paulista";3;5;2
"3509700";"Sudeste";"SP";"Campos do Jordão";11;5;8
"3510203";"Sudeste";"SP";"Capão Bonito";6;7;6
"3510401";"Sudeste";"SP";"Capivari";3;6;6
"3510500";"Sudeste";"SP";"Caraguatatuba";28;20;24
"3510609";"Sudeste";"SP";"Carapicuíba";39;40;30
"3510807";"Sudeste";"SP";"Casa Branca";1;4;1
"3511102";"Sudeste";"SP";"Catanduva";33;38;36
"3511508";"Sudeste";"SP";"Cerquilho";1;1;1
"3512803";"Sudeste";"SP";"Cosmópolis";6;4;5
"3513009";"Sudeste";"SP";"Cotia";30;24;41
"3513405";"Sudeste";"SP";"Cruzeiro";15;9;10
"3513504";"Sudeste";"SP";"Cubatão";18;28;30
"3513801";"Sudeste";"SP";"Diadema";81;78;87
"3514106";"Sudeste";"SP";"Dois Córregos";2;4;3
"3514403";"Sudeste";"SP";"Dracena";7;2;2
"3515004";"Sudeste";"SP";"Embu das Artes";6;11;9
"3515509";"Sudeste";"SP";"Fernandópolis";4;3;4
"3515707";"Sudeste";"SP";"Ferraz de Vasconcelos";40;49;26
"3516200";"Sudeste";"SP";"Franca";60;75;52
"3516309";"Sudeste";"SP";"Francisco Morato";34;34;27
"3516408";"Sudeste";"SP";"Franco da Rocha";2;11;14
"3516705";"Sudeste";"SP";"Garça";2;3;4
"3518305";"Sudeste";"SP";"Guararema";3;1;2
"3518404";"Sudeste";"SP";"Guaratinguetá";25;24;17
"3518701";"Sudeste";"SP";"Guarujá";67;86;76
"3518800";"Sudeste";"SP";"Guarulhos";227;225;238
"3519071";"Sudeste";"SP";"Hortolândia";5;6;8
"3519600";"Sudeste";"SP";"Ibitinga";7;3;3
"3519709";"Sudeste";"SP";"Ibiúna";6;5;9
"3520400";"Sudeste";"SP";"Ilhabela";4;3;1
"3520509";"Sudeste";"SP";"Indaiatuba";19;36;27
"3521804";"Sudeste";"SP";"Itaí";3;2;2
"3522109";"Sudeste";"SP";"Itanhaém";21;23;28
"3522208";"Sudeste";"SP";"Itapecerica da Serra";35;49;54
"3522307";"Sudeste";"SP";"Itapetininga";22;11;21
"3522406";"Sudeste";"SP";"Itapeva";55;61;46
"3522505";"Sudeste";"SP";"Itapevi";45;37;42
"3522604";"Sudeste";"SP";"Itapira";1;3;1
"3522703";"Sudeste";"SP";"Itápolis";3;2;6
"3523107";"Sudeste";"SP";"Itaquaquecetuba";47;49;39
"3523305";"Sudeste";"SP";"Itariri";2;3;1
"3523404";"Sudeste";"SP";"Itatiba";23;15;18
"3523909";"Sudeste";"SP";"Itu";36;44;44
"3524303";"Sudeste";"SP";"Jaboticabal";3;2;3
"3524402";"Sudeste";"SP";"Jacareí";38;39;42
"3524808";"Sudeste";"SP";"Jales";13;7;16
"3525300";"Sudeste";"SP";"Jaú";39;31;34
"3525706";"Sudeste";"SP";"José Bonifácio";4;2;2
"3525904";"Sudeste";"SP";"Jundiaí";148;111;131
"3526001";"Sudeste";"SP";"Junqueirópolis";4;2;4
"3526704";"Sudeste";"SP";"Leme";9;8;8
"3526803";"Sudeste";"SP";"Lençóis Paulista";5;1;3
"3526902";"Sudeste";"SP";"Limeira";47;65;45
"3527108";"Sudeste";"SP";"Lins";18;21;12
"3527207";"Sudeste";"SP";"Lorena";9;24;22
"3527702";"Sudeste";"SP";"Luiziânia";1;1;2
"3528502";"Sudeste";"SP";"Mairiporã";6;2;5
"3529005";"Sudeste";"SP";"Marília";59;55;66
"3529302";"Sudeste";"SP";"Matão";19;27;16
"3529401";"Sudeste";"SP";"Mauá";81;59;66
"3529906";"Sudeste";"SP";"Miracatu";2;3;1
"3530102";"Sudeste";"SP";"Mirandópolis";1;3;3
"3530508";"Sudeste";"SP";"Mococa";7;5;4
"3530607";"Sudeste";"SP";"Mogi das Cruzes";79;84;104
"3530706";"Sudeste";"SP";"Mogi Guaçu";24;19;24
"3530805";"Sudeste";"SP";"Mogi Mirim";16;9;13
"3531100";"Sudeste";"SP";"Mongaguá";4;3;4
"3531506";"Sudeste";"SP";"Monte Azul Paulista";1;3;1
"3531803";"Sudeste";"SP";"Monte Mor";1;1;2
"3533908";"Sudeste";"SP";"Olímpia";4;3;2
"3534302";"Sudeste";"SP";"Orlândia";5;8;4
"3534401";"Sudeste";"SP";"Osasco";131;113;132
"3534609";"Sudeste";"SP";"Osvaldo Cruz";2;4;1
"3534708";"Sudeste";"SP";"Ourinhos";15;18;12
"3536208";"Sudeste";"SP";"Pariquera-Açu";32;24;30
"3536505";"Sudeste";"SP";"Paulínia";4;2;2
"3536703";"Sudeste";"SP";"Pederneiras";3;4;1
"3537008";"Sudeste";"SP";"Pedregulho";3;2;1
"3537305";"Sudeste";"SP";"Penápolis";6;4;5
"3537404";"Sudeste";"SP";"Pereira Barreto";2;4;3
"3537602";"Sudeste";"SP";"Peruíbe";6;10;3
"3537800";"Sudeste";"SP";"Piedade";6;6;3
"3537909";"Sudeste";"SP";"Pilar do Sul";2;3;2
"3538006";"Sudeste";"SP";"Pindamonhangaba";31;26;39
"3538709";"Sudeste";"SP";"Piracicaba";69;76;84
"3538808";"Sudeste";"SP";"Piraju";2;2;3
"3539301";"Sudeste";"SP";"Pirassununga";6;4;8
"3539509";"Sudeste";"SP";"Pitangueiras";1;2;3
"3539806";"Sudeste";"SP";"Poá";2;2;4
"3540606";"Sudeste";"SP";"Porto Feliz";3;3;2
"3540705";"Sudeste";"SP";"Porto Ferreira";5;3;2
"3541000";"Sudeste";"SP";"Praia Grande";36;44;49
"3541307";"Sudeste";"SP";"Presidente Epitácio";5;1;2
"3541406";"Sudeste";"SP";"Presidente Prudente";90;87;85
"3542602";"Sudeste";"SP";"Registro";5;6;11
"3543303";"Sudeste";"SP";"Ribeirão Pires";5;9;8
"3543402";"Sudeste";"SP";"Ribeirão Preto";205;193;195
"3543907";"Sudeste";"SP";"Rio Claro";45;45;42
"3544004";"Sudeste";"SP";"Rio das Pedras";2;1;1
"3544251";"Sudeste";"SP";"Rosana";5;1;3
"3545209";"Sudeste";"SP";"Salto";5;3;9
"3545308";"Sudeste";"SP";"Salto de Pirapora";2;1;2
"3545803";"Sudeste";"SP";"Santa Bárbara d'Oeste";5;4;6
"3546306";"Sudeste";"SP";"Santa Cruz das Palmeiras";2;4;2
"3546405";"Sudeste";"SP";"Santa Cruz do Rio Pardo";12;10;11
"3546801";"Sudeste";"SP";"Santa Isabel";8;3;2
"3547601";"Sudeste";"SP";"Santa Rosa de Viterbo";2;1;2
"3547809";"Sudeste";"SP";"Santo André";131;132;94
"3548500";"Sudeste";"SP";"Santos";171;167;157
"3548708";"Sudeste";"SP";"São Bernardo do Campo";109;94;105
"3548807";"Sudeste";"SP";"São Caetano do Sul";17;17;18
"3548906";"Sudeste";"SP";"São Carlos";37;39;36
"3549102";"Sudeste";"SP";"São João da Boa Vista";10;6;5
"3549409";"Sudeste";"SP";"São Joaquim da Barra";7;3;2
"3549706";"Sudeste";"SP";"São José do Rio Pardo";6;8;3
"3549805";"Sudeste";"SP";"São José do Rio Preto";106;108;120
"3549904";"Sudeste";"SP";"São José dos Campos";95;120;116
"3550308";"Sudeste";"SP";"São Paulo";2403;2424;2474
"3550605";"Sudeste";"SP";"São Roque";14;18;9
"3550704";"Sudeste";"SP";"São Sebastião";6;4;11
"3551009";"Sudeste";"SP";"São Vicente";43;52;46
"3551603";"Sudeste";"SP";"Serra Negra";2;1;3
"3551702";"Sudeste";"SP";"Sertãozinho";37;31;36
"3552106";"Sudeste";"SP";"Socorro";4;1;3
"3552205";"Sudeste";"SP";"Sorocaba";209;216;199
"3552403";"Sudeste";"SP";"Sumaré";34;32;32
"3552502";"Sudeste";"SP";"Suzano";35;32;27
"3552700";"Sudeste";"SP";"Tabatinga";3;1;1
"3552809";"Sudeste";"SP";"Taboão da Serra";56;50;67
"3553302";"Sudeste";"SP";"Tambaú";2;1;2
"3553708";"Sudeste";"SP";"Taquaritinga";3;2;1
"3554003";"Sudeste";"SP";"Tatuí";6;6;13
"3554102";"Sudeste";"SP";"Taubaté";92;75;75
"3555000";"Sudeste";"SP";"Tupã";9;6;6
"3555406";"Sudeste";"SP";"Ubatuba";8;8;6
"3556206";"Sudeste";"SP";"Valinhos";11;5;5
"3556305";"Sudeste";"SP";"Valparaíso";2;2;1
"3557006";"Sudeste";"SP";"Votorantim";5;7;2
"3557105";"Sudeste";"SP";"Votuporanga";14;15;12
"4100400";"Sul";"PR";"Almirante Tamandaré";4;5;5
"4100509";"Sul";"PR";"Altônia";2;1;1
"4101408";"Sul";"PR";"Apucarana";26;32;34
"4101507";"Sul";"PR";"Arapongas";11;3;6
"4101804";"Sul";"PR";"Araucária";21;28;30
"4102000";"Sul";"PR";"Assis Chateaubriand";1;3;2
"4102802";"Sul";"PR";"Bela Vista do Paraíso";1;1;2
"4103701";"Sul";"PR";"Cambé";1;2;2
"4103909";"Sul";"PR";"Campina da Lagoa";1;1;1
"4104006";"Sul";"PR";"Campina Grande do Sul";60;28;46
"4104204";"Sul";"PR";"Campo Largo";85;111;114
"4104253";"Sul";"PR";"Campo Magro";1;3;1
"4104303";"Sul";"PR";"Campo Mourão";48;42;42
"4104402";"Sul";"PR";"Cândido de Abreu";1;3;1
"4104451";"Sul";"PR";"Cantagalo";4;1;2
"4104709";"Sul";"PR";"Carlópolis";2;1;2
"4104808";"Sul";"PR";"Cascavel";75;88;66
"4104907";"Sul";"PR";"Castro";10;14;11
"4105508";"Sul";"PR";"Cianorte";9;14;11
"4105706";"Sul";"PR";"Clevelândia";1;2;1
"4105805";"Sul";"PR";"Colombo";10;8;12
"4106407";"Sul";"PR";"Cornélio Procópio";14;27;18
"4106506";"Sul";"PR";"Coronel Vivida";1;1;1
"4106902";"Sul";"PR";"Curitiba";434;416;451
"4107009";"Sul";"PR";"Curiúva";6;2;2
"4107207";"Sul";"PR";"Dois Vizinhos";4;1;1
"4107652";"Sul";"PR";"Fazenda Rio Grande";4;4;5
"4108304";"Sul";"PR";"Foz do Iguaçu";57;59;55
"4108403";"Sul";"PR";"Francisco Beltrão";44;54;43
"4108601";"Sul";"PR";"Goioerê";4;1;3
"4108809";"Sul";"PR";"Guaíra";2;7;4
"4109401";"Sul";"PR";"Guarapuava";73;73;74
"4109708";"Sul";"PR";"Ibaiti";2;1;1
"4110706";"Sul";"PR";"Irati";29;16;20
"4110805";"Sul";"PR";"Iretama";2;1;2
"4111258";"Sul";"PR";"Itaperuçu";5;3;3
"4111506";"Sul";"PR";"Ivaiporã";31;21;21
"4111803";"Sul";"PR";"Jacarezinho";6;4;4
"4112009";"Sul";"PR";"Jaguariaíva";7;6;6
"4113205";"Sul";"PR";"Lapa";3;2;6
"4113304";"Sul";"PR";"Laranjeiras do Sul";7;12;8
"4113502";"Sul";"PR";"Loanda";1;2;1
"4113700";"Sul";"PR";"Londrina";158;163;174
"4113908";"Sul";"PR";"Mallet";1;1;2
"4114104";"Sul";"PR";"Mandaguaçu";1;1;1
"4114203";"Sul";"PR";"Mandaguari";2;3;1
"4114500";"Sul";"PR";"Manoel Ribas";1;3;1
"4114609";"Sul";"PR";"Marechal Cândido Rondon";4;4;2
"4115200";"Sul";"PR";"Maringá";75;92;110
"4115804";"Sul";"PR";"Medianeira";1;2;3
"4117057";"Sul";"PR";"Nova Laranjeiras";4;4;1
"4117255";"Sul";"PR";"Nova Prata do Iguaçu";1;1;1
"4117305";"Sul";"PR";"Ortigueira";4;1;6
"4117602";"Sul";"PR";"Palmas";2;6;9
"4117701";"Sul";"PR";"Palmeira";4;1;1
"4117800";"Sul";"PR";"Palmital";2;3;2
"4117909";"Sul";"PR";"Palotina";1;1;1
"4118204";"Sul";"PR";"Paranaguá";28;34;15
"4118402";"Sul";"PR";"Paranavaí";24;26;26
"4118501";"Sul";"PR";"Pato Branco";39;26;56
"4119152";"Sul";"PR";"Pinhais";12;6;4
"4119301";"Sul";"PR";"Pinhão";6;7;5
"4119400";"Sul";"PR";"Piraí do Sul";4;2;3
"4119509";"Sul";"PR";"Piraquara";2;3;1
"4119608";"Sul";"PR";"Pitanga";8;8;1
"4119905";"Sul";"PR";"Ponta Grossa";94;58;50
"4120606";"Sul";"PR";"Prudentópolis";6;2;3
"4120903";"Sul";"PR";"Quedas do Iguaçu";2;1;2
"4121000";"Sul";"PR";"Querência do Norte";1;1;1
"4121406";"Sul";"PR";"Realeza";1;1;3
"4121703";"Sul";"PR";"Reserva";3;3;3
"4122206";"Sul";"PR";"Rio Branco do Sul";4;3;1
"4122404";"Sul";"PR";"Rolândia";4;3;5
"4123501";"Sul";"PR";"Santa Helena";2;1;1
"4124103";"Sul";"PR";"Santo Antônio da Platina";20;15;13
"4125100";"Sul";"PR";"São João do Triunfo";1;1;1
"4125506";"Sul";"PR";"São José dos Pinhais";37;38;25
"4126256";"Sul";"PR";"Sarandi";3;3;3
"4127106";"Sul";"PR";"Telêmaco Borba";22;1;9
"4127700";"Sul";"PR";"Toledo";16;25;23
"4127882";"Sul";"PR";"Tunas do Paraná";1;1;2
"4127965";"Sul";"PR";"Turvo";1;3;2
"4128005";"Sul";"PR";"Ubiratã";1;1;1
"4128104";"Sul";"PR";"Umuarama";28;44;42
"4128203";"Sul";"PR";"União da Vitória";20;22;19
"4128500";"Sul";"PR";"Wenceslau Braz";1;1;3
"4200408";"Sul";"SC";"Água Doce";1;1;1
"4201406";"Sul";"SC";"Araranguá";5;9;9
"4202008";"Sul";"SC";"Balneário Camboriú";20;27;28
"4202404";"Sul";"SC";"Blumenau";91;83;94
"4202800";"Sul";"SC";"Braço do Norte";1;3;1
"4202909";"Sul";"SC";"Brusque";10;6;6
"4203006";"Sul";"SC";"Caçador";11;12;6
"4203600";"Sul";"SC";"Campos Novos";1;2;1
"4203808";"Sul";"SC";"Canoinhas";1;2;1
"4203907";"Sul";"SC";"Capinzal";1;1;2
"4204202";"Sul";"SC";"Chapecó";33;55;61
"4204301";"Sul";"SC";"Concórdia";17;24;13
"4204608";"Sul";"SC";"Criciúma";28;38;52
"4204806";"Sul";"SC";"Curitibanos";24;38;33
"4205001";"Sul";"SC";"Dionísio Cerqueira";1;1;1
"4205407";"Sul";"SC";"Florianópolis";99;134;114
"4205506";"Sul";"SC";"Fraiburgo";3;7;4
"4205902";"Sul";"SC";"Gaspar";4;3;1
"4206900";"Sul";"SC";"Ibirama";3;1;2
"4207007";"Sul";"SC";"Içara";3;3;4
"4207304";"Sul";"SC";"Imbituba";2;3;1
"4207502";"Sul";"SC";"Indaial";2;2;4
"4208104";"Sul";"SC";"Itaiópolis";1;2;1
"4208203";"Sul";"SC";"Itajaí";42;67;50
"4208401";"Sul";"SC";"Itapiranga";3;1;2
"4208500";"Sul";"SC";"Ituporanga";2;2;2
"4208906";"Sul";"SC";"Jaraguá do Sul";36;50;19
"4209003";"Sul";"SC";"Joaçaba";7;10;7
"4209102";"Sul";"SC";"Joinville";88;116;104
"4209300";"Sul";"SC";"Lages";77;57;80
"4210100";"Sul";"SC";"Mafra";9;19;9
"4211108";"Sul";"SC";"Monte Castelo";1;1;1
"4211306";"Sul";"SC";"Navegantes";1;1;3
"4211702";"Sul";"SC";"Orleans";1;1;2
"4212205";"Sul";"SC";"Papanduva";2;1;1
"4213203";"Sul";"SC";"Pomerode";1;1;2
"4213609";"Sul";"SC";"Porto União";2;3;3
"4214805";"Sul";"SC";"Rio do Sul";26;24;24
"4215000";"Sul";"SC";"Rio Negrinho";3;4;1
"4215802";"Sul";"SC";"São Bento do Sul";9;8;4
"4216206";"Sul";"SC";"São Francisco do Sul";1;1;2
"4216602";"Sul";"SC";"São José";46;20;25
"4217204";"Sul";"SC";"São Miguel do Oeste";2;4;1
"4217808";"Sul";"SC";"Taió";2;1;4
"4218004";"Sul";"SC";"Tijucas";2;3;1
"4218707";"Sul";"SC";"Tubarão";50;64;41
"4218905";"Sul";"SC";"Urubici";1;1;2
"4219309";"Sul";"SC";"Videira";5;6;3
"4219507";"Sul";"SC";"Xanxerê";16;19;23
"4300406";"Sul";"RS";"Alegrete";20;22;16
"4300604";"Sul";"RS";"Alvorada";22;19;32
"4301206";"Sul";"RS";"Arroio do Tigre";1;1;1
"4301602";"Sul";"RS";"Bagé";23;45;45
"4302105";"Sul";"RS";"Bento Gonçalves";18;24;14
"4302808";"Sul";"RS";"Caçapava do Sul";1;1;1
"4303004";"Sul";"RS";"Cachoeira do Sul";18;14;11
"4303103";"Sul";"RS";"Cachoeirinha";14;16;12
"4303509";"Sul";"RS";"Camaquã";4;6;4
"4304408";"Sul";"RS";"Canela";1;4;1
"4304507";"Sul";"RS";"Canguçu";4;12;13
"4304606";"Sul";"RS";"Canoas";36;59;34
"4304630";"Sul";"RS";"Capão da Canoa";2;5;5
"4304705";"Sul";"RS";"Carazinho";3;4;6
"4305108";"Sul";"RS";"Caxias do Sul";116;103;101
"4306106";"Sul";"RS";"Cruz Alta";5;5;6
"4307005";"Sul";"RS";"Erechim";30;32;29
"4307708";"Sul";"RS";"Esteio";5;3;11
"4307807";"Sul";"RS";"Estrela";12;13;9
"4307906";"Sul";"RS";"Farroupilha";1;2;3
"4308508";"Sul";"RS";"Frederico Westphalen";4;7;4
"4309100";"Sul";"RS";"Gramado";1;2;3
"4309209";"Sul";"RS";"Gravataí";10;6;5
"4309308";"Sul";"RS";"Guaíba";2;1;4
"4310108";"Sul";"RS";"Igrejinha";2;2;1
"4310207";"Sul";"RS";"Ijuí";16;13;22
"4310603";"Sul";"RS";"Itaqui";3;3;3
"4311304";"Sul";"RS";"Lagoa Vermelha";1;5;1
"4311403";"Sul";"RS";"Lajeado";13;21;15
"4312401";"Sul";"RS";"Montenegro";5;3;4
"4313409";"Sul";"RS";"Novo Hamburgo";60;61;53
"4313706";"Sul";"RS";"Palmeira das Missões";6;6;2
"4314050";"Sul";"RS";"Parobé";2;2;3
"4314100";"Sul";"RS";"Passo Fundo";67;85;79
"4314407";"Sul";"RS";"Pelotas";84;81;92
"4314902";"Sul";"RS";"Porto Alegre";492;480;455
"4315107";"Sul";"RS";"Porto Xavier";2;1;1
"4315305";"Sul";"RS";"Quaraí";3;2;2
"4315404";"Sul";"RS";"Redentora";1;1;1
"4315602";"Sul";"RS";"Rio Grande";31;35;34
"4316402";"Sul";"RS";"Rosário do Sul";2;5;3
"4316808";"Sul";"RS";"Santa Cruz do Sul";11;24;17
"4316907";"Sul";"RS";"Santa Maria";69;61;68
"4317103";"Sul";"RS";"Sant'Ana do Livramento";9;8;6
"4317202";"Sul";"RS";"Santa Rosa";9;24;20
"4317400";"Sul";"RS";"Santiago";5;3;2
"4317509";"Sul";"RS";"Santo Ângelo";22;13;13
"4317608";"Sul";"RS";"Santo Antônio da Patrulha";3;1;2
"4318002";"Sul";"RS";"São Borja";12;12;6
"4318309";"Sul";"RS";"São Gabriel";3;8;7
"4318408";"Sul";"RS";"São Jerônimo";3;1;3
"4318705";"Sul";"RS";"São Leopoldo";17;26;36
"4318804";"Sul";"RS";"São Lourenço do Sul";2;3;2
"4318903";"Sul";"RS";"São Luiz Gonzaga";8;6;5
"4319901";"Sul";"RS";"Sapiranga";3;9;6
"4320008";"Sul";"RS";"Sapucaia do Sul";4;5;2
"4320206";"Sul";"RS";"Seberi";1;1;1
"4320701";"Sul";"RS";"Sobradinho";1;1;2
"4320800";"Sul";"RS";"Soledade";4;5;4
"4321006";"Sul";"RS";"Tapera";1;1;1
"4321204";"Sul";"RS";"Taquara";3;4;5
"4321501";"Sul";"RS";"Torres";3;2;6
"4321600";"Sul";"RS";"Tramandaí";12;10;15
"4321808";"Sul";"RS";"Três de Maio";3;4;1
"4322004";"Sul";"RS";"Triunfo";3;1;2
"4322202";"Sul";"RS";"Tupanciretã";1;2;1
"4322400";"Sul";"RS";"Uruguaiana";45;42;37
"4322509";"Sul";"RS";"Vacaria";6;9;7
"4322608";"Sul";"RS";"Venâncio Aires";5;4;1
"4322806";"Sul";"RS";"Veranópolis";4;2;1
"4323002";"Sul";"RS";"Viamão";11;10;9
"5000609";"Centro Oeste";"MS";"Amambai";11;15;15
"5001003";"Centro Oeste";"MS";"Aparecida do Taboado";1;4;2
"5001102";"Centro Oeste";"MS";"Aquidauana";9;4;9
"5001243";"Centro Oeste";"MS";"Aral Moreira";2;3;1
"5001904";"Centro Oeste";"MS";"Bataguassu";1;1;2
"5002001";"Centro Oeste";"MS";"Batayporã";4;1;2
"5002100";"Centro Oeste";"MS";"Bela Vista";3;5;4
"5002209";"Centro Oeste";"MS";"Bonito";2;2;3
"5002407";"Centro Oeste";"MS";"Caarapó";4;3;1
"5002704";"Centro Oeste";"MS";"Campo Grande";285;214;219
"5002902";"Centro Oeste";"MS";"Cassilândia";2;2;3
"5002951";"Centro Oeste";"MS";"Chapadão do Sul";4;1;4
"5003157";"Centro Oeste";"MS";"Coronel Sapucaia";3;2;4
"5003207";"Centro Oeste";"MS";"Corumbá";41;46;36
"5003256";"Centro Oeste";"MS";"Costa Rica";2;2;4
"5003306";"Centro Oeste";"MS";"Coxim";2;1;4
"5003702";"Centro Oeste";"MS";"Dourados";142;119;133
"5004106";"Centro Oeste";"MS";"Guia Lopes da Laguna";2;2;1
"5004304";"Centro Oeste";"MS";"Iguatemi";3;5;6
"5004809";"Centro Oeste";"MS";"Japorã";3;2;1
"5005004";"Centro Oeste";"MS";"Jardim";1;3;3
"5005152";"Centro Oeste";"MS";"Juti";1;1;3
"5005251";"Centro Oeste";"MS";"Laguna Carapã";1;1;3
"5005400";"Centro Oeste";"MS";"Maracaju";2;4;4
"5005608";"Centro Oeste";"MS";"Miranda";3;6;4
"5005681";"Centro Oeste";"MS";"Mundo Novo";2;6;4
"5005707";"Centro Oeste";"MS";"Naviraí";10;6;4
"5006002";"Centro Oeste";"MS";"Nova Alvorada do Sul";1;2;2
"5006200";"Centro Oeste";"MS";"Nova Andradina";1;8;3
"5006309";"Centro Oeste";"MS";"Paranaíba";8;6;6
"5006358";"Centro Oeste";"MS";"Paranhos";7;4;5
"5006606";"Centro Oeste";"MS";"Ponta Porã";19;11;10
"5006903";"Centro Oeste";"MS";"Porto Murtinho";3;2;4
"5007208";"Centro Oeste";"MS";"Rio Brilhante";1;5;1
"5007695";"Centro Oeste";"MS";"São Gabriel do Oeste";1;1;1
"5007950";"Centro Oeste";"MS";"Tacuru";3;6;2
"5008305";"Centro Oeste";"MS";"Três Lagoas";8;11;8
"5100201";"Centro Oeste";"MT";"Água Boa";3;10;23
"5100250";"Centro Oeste";"MT";"Alta Floresta";17;12;13
"5100300";"Centro Oeste";"MT";"Alto Araguaia";2;2;1
"5101407";"Centro Oeste";"MT";"Aripuanã";7;5;2
"5101704";"Centro Oeste";"MT";"Barra do Bugres";7;4;2
"5101803";"Centro Oeste";"MT";"Barra do Garças";38;29;17
"5101902";"Centro Oeste";"MT";"Brasnorte";1;3;3
"5102504";"Centro Oeste";"MT";"Cáceres";31;33;52
"5102603";"Centro Oeste";"MT";"Campinápolis";6;4;2
"5102678";"Centro Oeste";"MT";"Campo Verde";4;4;2
"5102686";"Centro Oeste";"MT";"Campos de Júlio";3;1;2
"5102702";"Centro Oeste";"MT";"Canarana";2;5;5
"5103205";"Centro Oeste";"MT";"Colíder";14;13;22
"5103254";"Centro Oeste";"MT";"Colniza";6;3;3
"5103353";"Centro Oeste";"MT";"Confresa";7;4;5
"5103403";"Centro Oeste";"MT";"Cuiabá";328;336;306
"5103502";"Centro Oeste";"MT";"Diamantino";4;1;2
"5104104";"Centro Oeste";"MT";"Guarantã do Norte";5;3;2
"5104807";"Centro Oeste";"MT";"Jaciara";5;2;1
"5105101";"Centro Oeste";"MT";"Juara";6;5;5
"5105150";"Centro Oeste";"MT";"Juína";8;5;7
"5105259";"Centro Oeste";"MT";"Lucas do Rio Verde";4;4;9
"5105580";"Centro Oeste";"MT";"Marcelândia";1;2;2
"5105606";"Centro Oeste";"MT";"Matupá";2;3;1
"5106000";"Centro Oeste";"MT";"Nortelândia";2;2;1
"5106208";"Centro Oeste";"MT";"Nova Brasilândia";1;1;1
"5106224";"Centro Oeste";"MT";"Nova Mutum";3;5;9
"5106257";"Centro Oeste";"MT";"Nova Xavantina";2;2;3
"5106307";"Centro Oeste";"MT";"Paranatinga";1;4;2
"5106422";"Centro Oeste";"MT";"Peixoto de Azevedo";6;3;4
"5106505";"Centro Oeste";"MT";"Poconé";2;4;1
"5106752";"Centro Oeste";"MT";"Pontes e Lacerda";7;1;3
"5107008";"Centro Oeste";"MT";"Poxoréo";1;2;2
